crash_id,state,remoteness,sa4_name,lga_name,road_type
20181185,NSW,Inner Regional Australia,Richmond - Tweed,Byron,Arterial Road
20181225,NSW,Major Cities of Australia,Sydney - Inner West,Strathfield,Collector Road
20182092,VIC,Inner Regional Australia,Latrobe - Gippsland,Wellington,Sub-arterial Road
20181176,NSW,Major Cities of Australia,Newcastle and Lake Macquarie,Lake Macquarie,National or State Highway
20186002,TAS,Inner Regional Australia,Launceston and North East,Launceston,Collector Road
20185079,WA,Major Cities of Australia,Perth - South West,Kwinana,Local Road
20182167,VIC,Outer Regional Australia,Latrobe - Gippsland,South Gippsland,Local Road
20181093,NSW,Inner Regional Australia,Mid North Coast,Port Macquarie-Hastings,Arterial Road
20186017,TAS,Inner Regional Australia,Hobart,Hobart,National or State Highway
20182149,VIC,Inner Regional Australia,Hume,Murrindindi,Sub-arterial Road
20181257,NSW,Major Cities of Australia,Sydney - Inner South West,Bayside (NSW),Access road
20183211,QLD,Inner Regional Australia,Wide Bay,Bundaberg,Local Road
20182176,VIC,Outer Regional Australia,Hume,Mansfield,Local Road
20183054,QLD,Major Cities of Australia,Moreton Bay - South,Moreton Bay,Local Road
20181082,NSW,Inner Regional Australia,Richmond - Tweed,Byron,Arterial Road
20182069,VIC,Outer Regional Australia,Latrobe - Gippsland,East Gippsland,National or State Highway
20181275,NSW,Inner Regional Australia,Hunter Valley exc Newcastle,Muswellbrook,National or State Highway
20183168,QLD,Outer Regional Australia,Darling Downs - Maranoa,Western Downs,Sub-arterial Road
20181250,NSW,Major Cities of Australia,Sydney - Outer West and Blue Mountains,Penrith,Arterial Road
20185050,WA,Very Remote Australia,Western Australia - Outback (North),East Pilbara,Arterial Road
20181085,NSW,Outer Regional Australia,Coffs Harbour - Grafton,Clarence Valley,Sub-arterial Road
20183120,QLD,Major Cities of Australia,Moreton Bay - South,Moreton Bay,Sub-arterial Road
20183133,QLD,Inner Regional Australia,Moreton Bay - North,Moreton Bay,National or State Highway
20181009,NSW,Major Cities of Australia,Central Coast,Central Coast (NSW),National or State Highway
20185140,WA,Remote Australia,Western Australia - Wheat Belt,Kondinin,National or State Highway
20181184,NSW,Inner Regional Australia,Richmond - Tweed,Lismore,Local Road
20183050,QLD,Inner Regional Australia,Central Queensland,Rockhampton,National or State Highway
20182130,VIC,Inner Regional Australia,Latrobe - Gippsland,Latrobe (Vic.),Local Road
20181130,NSW,Inner Regional Australia,Sydney - Outer South West,Wollondilly,Arterial Road
20184074,SA,Outer Regional Australia,South Australia - South East,Grant,National or State Highway
20185062,WA,Major Cities of Australia,Perth - South East,Serpentine-Jarrahdale,National or State Highway
20182118,VIC,Major Cities of Australia,Melbourne - North West,Hume,Local Road
20182177,VIC,Major Cities of Australia,Melbourne - Outer East,Knox,Collector Road
20182021,VIC,Major Cities of Australia,Melbourne - Outer East,Knox,Collector Road
20183208,QLD,Major Cities of Australia,Brisbane - North,Brisbane,Collector Road
20185070,WA,Very Remote Australia,Western Australia - Outback (North),Wyndham-East Kimberley,National or State Highway
20181298,NSW,Inner Regional Australia,Hunter Valley exc Newcastle,Singleton,Local Road
20184053,SA,Outer Regional Australia,South Australia - South East,Naracoorte Lucindale,Collector Road
20181046,NSW,Inner Regional Australia,Sydney - Baulkham Hills and Hawkesbury,Hawkesbury,Arterial Road
20183011,QLD,Very Remote Australia,Queensland - Outback,Etheridge,Sub-arterial Road
20186015,TAS,Outer Regional Australia,West and North West,Central Coast (Tas.),Sub-arterial Road
20185034,WA,Very Remote Australia,Western Australia - Outback (South),Carnarvon,National or State Highway
20184015,SA,Outer Regional Australia,Barossa - Yorke - Mid North,Port Pirie,National or State Highway
20181201,NSW,Inner Regional Australia,Illawarra,Wollondilly,Arterial Road
20181120,NSW,Outer Regional Australia,Richmond - Tweed,Richmond Valley,Local Road
20181323,NSW,Major Cities of Australia,Illawarra,Shellharbour,Local Road
20184042,SA,Outer Regional Australia,South Australia - South East,Naracoorte Lucindale,National or State Highway
20182111,VIC,Inner Regional Australia,Hume,Murrindindi,National or State Highway
20181124,NSW,Inner Regional Australia,New England and North West,Armidale,Local Road
20183075,QLD,Major Cities of Australia,Brisbane - East,Brisbane,Collector Road
20181241,NSW,Remote Australia,Far West and Orana,Warren,Arterial Road
20181236,NSW,Inner Regional Australia,New England and North West,Tamworth,Local Road
20185043,WA,Major Cities of Australia,Perth - South West,Rockingham,National or State Highway
20183156,QLD,Outer Regional Australia,Wide Bay,North Burnett,National or State Highway
20182080,VIC,Inner Regional Australia,Mornington Peninsula,Mornington Peninsula,Arterial Road
20183215,QLD,Outer Regional Australia,Wide Bay,North Burnett,Collector Road
20183026,QLD,Inner Regional Australia,Wide Bay,Gympie,Local Road
20187024,NT,Very Remote Australia,Northern Territory - Outback,Barkly,National or State Highway
20181058,NSW,Major Cities of Australia,Sydney - Inner West,Canada Bay,National or State Highway
20185028,WA,Remote Australia,Western Australia - Outback (South),Carnamah,National or State Highway
20183201,QLD,Outer Regional Australia,Wide Bay,North Burnett,National or State Highway
20181140,NSW,Inner Regional Australia,Central Coast,Central Coast (NSW),Arterial Road
20186020,TAS,Outer Regional Australia,West and North West,Kentish,Arterial Road
20184013,SA,Major Cities of Australia,Adelaide - South,Onkaparinga,Sub-arterial Road
20185098,WA,Very Remote Australia,Western Australia - Outback (South),Meekatharra,National or State Highway
20185103,WA,Inner Regional Australia,Bunbury,Busselton,National or State Highway
20181215,NSW,Inner Regional Australia,Mid North Coast,Mid-Coast,Sub-arterial Road
20186007,TAS,Outer Regional Australia,Launceston and North East,Launceston,Sub-arterial Road
20183044,QLD,Outer Regional Australia,Cairns,Mareeba,National or State Highway
20182068,VIC,Major Cities of Australia,Melbourne - Outer East,Manningham,Local Road
20182038,VIC,Inner Regional Australia,Latrobe - Gippsland,South Gippsland,Access road
20183001,QLD,Outer Regional Australia,Darling Downs - Maranoa,Western Downs,National or State Highway
20181290,NSW,Major Cities of Australia,Sydney - City and Inner South,Sydney,Local Road
20181142,NSW,Outer Regional Australia,Central West,Mid-Western,Arterial Road
20181151,NSW,Inner Regional Australia,Mid North Coast,Port Macquarie-Hastings,National or State Highway
20183128,QLD,Major Cities of Australia,Logan - Beaudesert,Logan,Local Road
20181135,NSW,Major Cities of Australia,Richmond - Tweed,Tweed,National or State Highway
20181282,NSW,Outer Regional Australia,Central West,Parkes,Arterial Road
20181145,NSW,Major Cities of Australia,Sydney - City and Inner South,Bayside (NSW),Local Road
20185046,WA,Outer Regional Australia,Western Australia - Wheat Belt,Kellerberrin,National or State Highway
20181099,NSW,Inner Regional Australia,Hunter Valley exc Newcastle,Port Stephens,Sub-arterial Road
20182088,VIC,Inner Regional Australia,Melbourne - North West,Macedon Ranges,Arterial Road
20182142,VIC,Major Cities of Australia,Melbourne - West,Brimbank,National or State Highway
20182135,VIC,Major Cities of Australia,Melbourne - South East,Kingston (Vic.),Arterial Road
20184058,SA,Very Remote Australia,South Australia - Outback,Unincorporated SA,National or State Highway
20182012,VIC,Inner Regional Australia,Hume,Wangaratta,Arterial Road
20182082,VIC,Major Cities of Australia,Melbourne - South East,Monash,Arterial Road
20185021,WA,Inner Regional Australia,Western Australia - Wheat Belt,Toodyay,Local Road
20182160,VIC,Outer Regional Australia,Warrnambool and South West,Corangamite,Arterial Road
20181023,NSW,Outer Regional Australia,Riverina,Snowy Valleys,Arterial Road
20183110,QLD,Major Cities of Australia,Ipswich,Ipswich,Sub-arterial Road
20184007,SA,Major Cities of Australia,Adelaide - Central and Hills,Adelaide,Local Road
20181035,NSW,Inner Regional Australia,Central Coast,Central Coast (NSW),Arterial Road
20184059,SA,Major Cities of Australia,Adelaide - West,West Torrens,Local Road
20184056,SA,Outer Regional Australia,South Australia - South East,Loxton Waikerie,National or State Highway
20181247,NSW,Outer Regional Australia,New England and North West,Narrabri,National or State Highway
20185078,WA,Inner Regional Australia,Perth - North East,Kalamunda,Arterial Road
20181066,NSW,Major Cities of Australia,Sydney - Outer South West,Campbelltown (NSW),Local Road
20185020,WA,Major Cities of Australia,Perth - South East,Victoria Park,National or State Highway
20181128,NSW,Outer Regional Australia,New England and North West,Moree Plains,National or State Highway
20181127,NSW,Inner Regional Australia,Central West,Cabonne,Arterial Road
20186023,TAS,Outer Regional Australia,Launceston and North East,West Tamar,Arterial Road
20181008,NSW,Very Remote Australia,Far West and Orana,Central Darling,National or State Highway
20181288,NSW,Major Cities of Australia,Sydney - South West,Liverpool,Arterial Road
20183173,QLD,Major Cities of Australia,Sunshine Coast,Sunshine Coast,National or State Highway
20183117,QLD,Major Cities of Australia,Brisbane Inner City,Brisbane,Collector Road
20182078,VIC,Inner Regional Australia,Shepparton,Campaspe,Sub-arterial Road
20181158,NSW,Major Cities of Australia,Sydney - Inner South West,Canterbury-Bankstown,Collector Road
20181227,NSW,Inner Regional Australia,Hunter Valley exc Newcastle,Cessnock,Arterial Road
20181064,NSW,Outer Regional Australia,Central West,Bland,National or State Highway
20183144,QLD,Very Remote Australia,Darling Downs - Maranoa,Balonne,Local Road
20181006,NSW,Major Cities of Australia,Sydney - North Sydney and Hornsby,Lane Cove,National or State Highway
20181150,NSW,Major Cities of Australia,Central Coast,Central Coast (NSW),Arterial Road
20185119,WA,Very Remote Australia,Western Australia - Outback (North),Wyndham-East Kimberley,Arterial Road
20184033,SA,Outer Regional Australia,South Australia - Outback,Port Augusta,National or State Highway
20183131,QLD,Inner Regional Australia,Wide Bay,Fraser Coast,National or State Highway
20183100,QLD,Outer Regional Australia,Townsville,Burdekin,Access road
20181113,NSW,Outer Regional Australia,Murray,Murray River,National or State Highway
20181207,NSW,Outer Regional Australia,Mid North Coast,Kempsey,Arterial Road
20183068,QLD,Outer Regional Australia,Cairns,Tablelands,Sub-arterial Road
20181318,NSW,Major Cities of Australia,Sydney - Inner South West,Georges River,National or State Highway
201850039,WA,Major Cities of Australia,Perth - North East,Swan,Arterial Road
20183084,QLD,Inner Regional Australia,Moreton Bay - North,Moreton Bay,Local Road
20181246,NSW,Outer Regional Australia,Far West and Orana,Dubbo,Local Road
20181122,NSW,Inner Regional Australia,Richmond - Tweed,Ballina,Sub-arterial Road
20183090,QLD,Major Cities of Australia,Sunshine Coast,Sunshine Coast,National or State Highway
20183213,QLD,Major Cities of Australia,Brisbane - South,Brisbane,Local Road
20181125,NSW,Major Cities of Australia,Sydney - Outer West and Blue Mountains,Hawkesbury,Local Road
20181279,NSW,Outer Regional Australia,New England and North West,Gwydir,Arterial Road
20181183,NSW,Major Cities of Australia,Sydney - Blacktown,Blacktown,Collector Road
20181169,NSW,Major Cities of Australia,Sydney - Outer West and Blue Mountains,Penrith,Local Road
20182125,VIC,Inner Regional Australia,Shepparton,Greater Shepparton,Collector Road
20185127,WA,Remote Australia,Western Australia - Outback (South),Esperance,Local Road
20182096,VIC,Major Cities of Australia,Melbourne - West,Melton,National or State Highway
20185145,WA,Major Cities of Australia,Perth - South East,Kalamunda,National or State Highway
20182137,VIC,Outer Regional Australia,North West,Mildura,Local Road
20181055,NSW,Inner Regional Australia,Hunter Valley exc Newcastle,Muswellbrook,Local Road
20182172,VIC,Major Cities of Australia,Melbourne - Inner East,Whitehorse,Sub-arterial Road
20182193,VIC,Major Cities of Australia,Melbourne - Outer East,Maroondah,Local Road
20182025,VIC,Major Cities of Australia,Melbourne - North West,Hume,National or State Highway
20183078,QLD,Outer Regional Australia,Cairns,Cassowary Coast,National or State Highway
20183052,QLD,Major Cities of Australia,Gold Coast,Gold Coast,Local Road
20182036,VIC,Major Cities of Australia,Melbourne - Inner,Stonnington,Sub-arterial Road
20183115,QLD,Outer Regional Australia,Wide Bay,Gympie,Local Road
20181005,NSW,Inner Regional Australia,Hunter Valley exc Newcastle,Singleton,Arterial Road
20185051,WA,Remote Australia,Western Australia - Wheat Belt,Dumbleyung,Arterial Road
20184072,SA,Inner Regional Australia,Barossa - Yorke - Mid North,Wakefield,Local Road
20181104,NSW,Inner Regional Australia,Mid North Coast,Mid-Coast,Sub-arterial Road
20181121,NSW,Inner Regional Australia,Richmond - Tweed,Lismore,Arterial Road
20183155,QLD,Remote Australia,Darling Downs - Maranoa,Maranoa,National or State Highway
20183218,QLD,Inner Regional Australia,Wide Bay,Bundaberg,Sub-arterial Road
20181021,NSW,Major Cities of Australia,Hunter Valley exc Newcastle,Port Stephens,Arterial Road
20185126,WA,Remote Australia,Western Australia - Wheat Belt,Corrigin,National or State Highway
20181294,NSW,Major Cities of Australia,Central Coast,Central Coast (NSW),National or State Highway
20181210,NSW,Major Cities of Australia,Sydney - Inner West,Inner West,Arterial Road
20185022,WA,Outer Regional Australia,Western Australia - Outback (South),Irwin,National or State Highway
20183190,QLD,Major Cities of Australia,Sunshine Coast,Sunshine Coast,Local Road
20181060,NSW,Major Cities of Australia,Sydney - Parramatta,Parramatta,Local Road
20183157,QLD,Major Cities of Australia,Sunshine Coast,Sunshine Coast,Collector Road
20181295,NSW,Outer Regional Australia,Coffs Harbour - Grafton,Clarence Valley,Arterial Road
20182046,VIC,Inner Regional Australia,Ballarat,Hepburn,Arterial Road
20182188,VIC,Major Cities of Australia,Melbourne - West,Melton,Collector Road
20181228,NSW,Inner Regional Australia,Murray,Greater Hume,Arterial Road
20181095,NSW,Inner Regional Australia,Richmond - Tweed,Tweed,Arterial Road
20182030,VIC,Inner Regional Australia,Latrobe - Gippsland,South Gippsland,National or State Highway
20183060,QLD,Outer Regional Australia,Darling Downs - Maranoa,Western Downs,Sub-arterial Road
20181075,NSW,Outer Regional Australia,Central West,Mid-Western,National or State Highway
20183162,QLD,Very Remote Australia,Queensland - Outback,Barcoo,Sub-arterial Road
20183063,QLD,Outer Regional Australia,Mackay - Isaac - Whitsunday,Whitsunday,National or State Highway
20181044,NSW,Major Cities of Australia,Newcastle and Lake Macquarie,Newcastle,Arterial Road
20187034,NT,Very Remote Australia,Northern Territory - Outback,Roper Gulf,Sub-arterial Road
20182190,VIC,Inner Regional Australia,Melbourne - South East,Cardinia,Sub-arterial Road
20182180,VIC,Outer Regional Australia,Hume,Alpine,Access road
20181029,NSW,Inner Regional Australia,Sydney - Baulkham Hills and Hawkesbury,Hawkesbury,Arterial Road
20181137,NSW,Major Cities of Australia,Sydney - Inner West,Canada Bay,Arterial Road
20185093,WA,Major Cities of Australia,Perth - South East,Serpentine-Jarrahdale,Arterial Road
20183206,QLD,Outer Regional Australia,Mackay - Isaac - Whitsunday,Mackay,National or State Highway
20181197,NSW,Outer Regional Australia,Riverina,Coolamon,National or State Highway
20181270,NSW,Outer Regional Australia,New England and North West,Tamworth,National or State Highway
20183035,QLD,Major Cities of Australia,Gold Coast,Gold Coast,Collector Road
20183069,QLD,Outer Regional Australia,Central Queensland,Banana,Sub-arterial Road
20182131,VIC,Major Cities of Australia,Melbourne - South East,Casey,Sub-arterial Road
20182087,VIC,Major Cities of Australia,Melbourne - North East,Whittlesea,Collector Road
20181311,NSW,Major Cities of Australia,Sydney - South West,Fairfield,Local Road
20182060,VIC,Major Cities of Australia,Melbourne - West,Brimbank,Arterial Road
20181103,NSW,Inner Regional Australia,Central West,Lithgow,National or State Highway
20183142,QLD,Outer Regional Australia,Mackay - Isaac - Whitsunday,Whitsunday,National or State Highway
20184034,SA,Inner Regional Australia,Barossa - Yorke - Mid North,Clare and Gilbert Valleys,Arterial Road
20182003,VIC,Inner Regional Australia,Ballarat,Hepburn,Arterial Road
20183080,QLD,Inner Regional Australia,Ipswich,Somerset,Sub-arterial Road
20181222,NSW,Major Cities of Australia,Sydney - North Sydney and Hornsby,Hornsby,Collector Road
20182196,VIC,Inner Regional Australia,Hume,Strathbogie,Arterial Road
20181011,NSW,Remote Australia,Far West and Orana,Unincorporated NSW,Arterial Road
20187014,NT,Very Remote Australia,Northern Territory - Outback,Roper Gulf,Access road
20183209,QLD,Inner Regional Australia,Ipswich,Somerset,Sub-arterial Road
20183099,QLD,Inner Regional Australia,Sunshine Coast,Sunshine Coast,Sub-arterial Road
20187039,NT,Remote Australia,Northern Territory - Outback,Alice Springs,Arterial Road
20181293,NSW,Outer Regional Australia,Murray,Federation,Arterial Road
20181136,NSW,Major Cities of Australia,Sydney - Blacktown,Blacktown,Collector Road
20183049,QLD,Inner Regional Australia,Ipswich,Scenic Rim,Sub-arterial Road
20183067,QLD,Inner Regional Australia,Ipswich,Scenic Rim,National or State Highway
20182109,VIC,Inner Regional Australia,Hume,Alpine,National or State Highway
20185142,WA,Inner Regional Australia,Perth - North East,Kalamunda,Arterial Road
20181003,NSW,Inner Regional Australia,Hunter Valley exc Newcastle,Port Stephens,Sub-arterial Road
20184022,SA,Major Cities of Australia,Adelaide - West,Charles Sturt,Sub-arterial Road
20185024,WA,Very Remote Australia,Western Australia - Outback (South),Dundas,National or State Highway
20181050,NSW,Remote Australia,Murray,Murray River,National or State Highway
20182183,VIC,Major Cities of Australia,Melbourne - North West,Hume,Arterial Road
20183017,QLD,Remote Australia,Mackay - Isaac - Whitsunday,Isaac,Local Road
20181032,NSW,Inner Regional Australia,Capital Region,Hilltops,Sub-arterial Road
20181196,NSW,Outer Regional Australia,New England and North West,Glen Innes Severn,National or State Highway
20183123,QLD,Outer Regional Australia,Darling Downs - Maranoa,Western Downs,Local Road
20185115,WA,Major Cities of Australia,Perth - South West,Rockingham,Local Road
20188003,ACT,Major Cities of Australia,Australian Capital Territory,Unincorporated ACT,National or State Highway
20181054,NSW,Outer Regional Australia,New England and North West,Inverell,Arterial Road
20181111,NSW,Major Cities of Australia,Sydney - Baulkham Hills and Hawkesbury,The Hills,National or State Highway
20184065,SA,Major Cities of Australia,Adelaide - South,Onkaparinga,Sub-arterial Road
20181240,NSW,Major Cities of Australia,Central Coast,Central Coast (NSW),Arterial Road
20183040,QLD,Major Cities of Australia,Moreton Bay - North,Moreton Bay,Local Road
20182127,VIC,Major Cities of Australia,Melbourne - West,Melton,Arterial Road
20181182,NSW,Major Cities of Australia,Central Coast,Central Coast (NSW),Arterial Road
20183127,QLD,Inner Regional Australia,Ipswich,Lockyer Valley,National or State Highway
20187013,NT,Outer Regional Australia,Darwin,Litchfield,Local Road
20185025,WA,Inner Regional Australia,Mandurah,Murray,Local Road
20182165,VIC,Inner Regional Australia,Hume,Murrindindi,Local Road
20183132,QLD,Major Cities of Australia,Moreton Bay - South,Moreton Bay,Collector Road
20186024,TAS,Outer Regional Australia,Launceston and North East,West Tamar,Local Road
20181277,NSW,Major Cities of Australia,Sydney - Baulkham Hills and Hawkesbury,The Hills,Local Road
20181259,NSW,Major Cities of Australia,Sydney - Parramatta,Parramatta,National or State Highway
20183143,QLD,Major Cities of Australia,Brisbane - South,Brisbane,National or State Highway
20181146,NSW,Major Cities of Australia,Sydney - South West,Fairfield,Local Road
20183175,QLD,Outer Regional Australia,Townsville,Townsville,National or State Highway
20182098,VIC,Major Cities of Australia,Melbourne - Inner,Melbourne,National or State Highway
20182124,VIC,Major Cities of Australia,Melbourne - West,Hobsons Bay,National or State Highway
20185116,WA,Major Cities of Australia,Perth - North West,Stirling,Arterial Road
20186004,TAS,Inner Regional Australia,Hobart,Hobart,Arterial Road
20185058,WA,Major Cities of Australia,Perth - North West,Wanneroo,National or State Highway
20181189,NSW,Outer Regional Australia,Far West and Orana,Dubbo,National or State Highway
20181285,NSW,Major Cities of Australia,Sydney - Inner West,Strathfield,National or State Highway
20183061,QLD,Inner Regional Australia,Wide Bay,Gympie,Sub-arterial Road
20183185,QLD,Major Cities of Australia,Sunshine Coast,Sunshine Coast,Sub-arterial Road
20182010,VIC,Inner Regional Australia,Ballarat,Ararat,National or State Highway
20183167,QLD,Remote Australia,Cairns,Tablelands,National or State Highway
20181131,NSW,Major Cities of Australia,Sydney - Parramatta,Cumberland,Collector Road
20181202,NSW,Inner Regional Australia,Murray,Federation,Local Road
20184014,SA,Major Cities of Australia,Adelaide - Central and Hills,Adelaide,Sub-arterial Road
20183114,QLD,Outer Regional Australia,Cairns,Cairns,Collector Road
20183184,QLD,Inner Regional Australia,Darling Downs - Maranoa,Toowoomba,Sub-arterial Road
20183165,QLD,Major Cities of Australia,Brisbane Inner City,Brisbane,Collector Road
20183205,QLD,Inner Regional Australia,Moreton Bay - North,Moreton Bay,Sub-arterial Road
20182008,VIC,Major Cities of Australia,Melbourne - North East,Banyule,Access road
20183018,QLD,Very Remote Australia,Queensland - Outback,Cook,Local Road
20181163,NSW,Major Cities of Australia,Sydney - Sutherland,Sutherland,Local Road
20183148,QLD,Major Cities of Australia,Brisbane - North,Brisbane,National or State Highway
20181147,NSW,Major Cities of Australia,Central Coast,Central Coast (NSW),National or State Highway
20183088,QLD,Inner Regional Australia,Wide Bay,Gympie,Sub-arterial Road
20182070,VIC,Major Cities of Australia,Melbourne - West,Maribyrnong,Local Road
20185011,WA,Major Cities of Australia,Perth - North East,Mundaring,Arterial Road
20181052,NSW,Major Cities of Australia,Sydney - Parramatta,Parramatta,National or State Highway
20181115,NSW,Outer Regional Australia,New England and North West,Gunnedah,National or State Highway
20181089,NSW,Inner Regional Australia,Central Coast,Central Coast (NSW),National or State Highway
20185006,WA,Inner Regional Australia,Bunbury,Busselton,Local Road
20182065,VIC,Major Cities of Australia,Geelong,Greater Geelong,National or State Highway
20183112,QLD,Outer Regional Australia,Townsville,Townsville,National or State Highway
20183095,QLD,Remote Australia,Cairns,Tablelands,Local Road
20182033,VIC,Inner Regional Australia,Bendigo,Greater Bendigo,National or State Highway
20183214,QLD,Outer Regional Australia,Townsville,Townsville,National or State Highway
20181157,NSW,Inner Regional Australia,Capital Region,Snowy Monaro,National or State Highway
20182005,VIC,Major Cities of Australia,Melbourne - West,Maribyrnong,National or State Highway
20182153,VIC,Major Cities of Australia,Melbourne - Inner,Merri-bek,Arterial Road
20185118,WA,Inner Regional Australia,Bunbury,Harvey,National or State Highway
20183212,QLD,Major Cities of Australia,Gold Coast,Gold Coast,Local Road
20181204,NSW,Major Cities of Australia,Sydney - Sutherland,Sutherland,Arterial Road
20183083,QLD,Major Cities of Australia,Logan - Beaudesert,Logan,Local Road
20183158,QLD,Major Cities of Australia,Gold Coast,Gold Coast,Collector Road
20181073,NSW,Major Cities of Australia,Sydney - South West,Fairfield,Collector Road
20185045,WA,Inner Regional Australia,Western Australia - Wheat Belt,Northam,Arterial Road
20182117,VIC,Major Cities of Australia,Mornington Peninsula,Mornington Peninsula,National or State Highway
20186029,TAS,Outer Regional Australia,Launceston and North East,Meander Valley,National or State Highway
20182014,VIC,Inner Regional Australia,Bendigo,Greater Bendigo,National or State Highway
20181256,NSW,Major Cities of Australia,Sydney - Inner South West,Bayside (NSW),Local Road
20187033,NT,Remote Australia,Northern Territory - Outback,Wagait,Sub-arterial Road
20183051,QLD,Major Cities of Australia,Gold Coast,Gold Coast,National or State Highway
20185075,WA,Major Cities of Australia,Perth - North West,Stirling,Arterial Road
20183199,QLD,Very Remote Australia,Queensland - Outback,Weipa,Local Road
20185018,WA,Outer Regional Australia,Western Australia - Outback (South),Greater Geraldton,Arterial Road
20183104,QLD,Inner Regional Australia,Central Queensland,Rockhampton,Local Road
20184006,SA,Inner Regional Australia,Barossa - Yorke - Mid North,Light,Local Road
20182076,VIC,Major Cities of Australia,Melbourne - Inner,Moonee Valley,Sub-arterial Road
20181299,NSW,Outer Regional Australia,Capital Region,Bega Valley,Arterial Road
20181319,NSW,Inner Regional Australia,Capital Region,Goulburn Mulwaree,Sub-arterial Road
20183109,QLD,Inner Regional Australia,Wide Bay,Gympie,Local Road
20181043,NSW,Major Cities of Australia,Sydney - Outer West and Blue Mountains,Hawkesbury,Arterial Road
20184071,SA,Outer Regional Australia,South Australia - South East,Tatiara,Sub-arterial Road
20185054,WA,Major Cities of Australia,Perth - South West,Rockingham,Arterial Road
20184049,SA,Major Cities of Australia,Adelaide - West,Port Adelaide Enfield,Local Road
20183086,QLD,Major Cities of Australia,Brisbane - South,Brisbane,National or State Highway
20184020,SA,Inner Regional Australia,Adelaide - North,Playford,Sub-arterial Road
20183093,QLD,Inner Regional Australia,Wide Bay,Gympie,Local Road
20181313,NSW,Inner Regional Australia,Riverina,Snowy Valleys,Arterial Road
20181287,NSW,Inner Regional Australia,Capital Region,Queanbeyan-Palerang,Arterial Road
20183021,QLD,Major Cities of Australia,Moreton Bay - North,Moreton Bay,Local Road
20185065,WA,Outer Regional Australia,Western Australia - Wheat Belt,Cunderdin,Local Road
20183196,QLD,Inner Regional Australia,Moreton Bay - North,Somerset,Sub-arterial Road
20181297,NSW,Outer Regional Australia,Capital Region,Bega Valley,National or State Highway
20185014,WA,Inner Regional Australia,Bunbury,Harvey,National or State Highway
20181220,NSW,Outer Regional Australia,New England and North West,Tamworth,Sub-arterial Road
20181037,NSW,Inner Regional Australia,Sydney - Sutherland,Sutherland,Arterial Road
20183008,QLD,Inner Regional Australia,Sunshine Coast,Sunshine Coast,Sub-arterial Road
20183015,QLD,Inner Regional Australia,Wide Bay,Fraser Coast,Local Road
20182145,VIC,Inner Regional Australia,North West,Northern Grampians,Arterial Road
20181291,NSW,Inner Regional Australia,New England and North West,Uralla,Access road
20187016,NT,Remote Australia,Northern Territory - Outback,West Arnhem,Arterial Road
20183113,QLD,Inner Regional Australia,Central Queensland,Rockhampton,National or State Highway
20181161,NSW,Inner Regional Australia,Mid North Coast,Port Macquarie-Hastings,National or State Highway
20183036,QLD,Major Cities of Australia,Logan - Beaudesert,Logan,Sub-arterial Road
20183024,QLD,Remote Australia,Mackay - Isaac - Whitsunday,Isaac,Collector Road
20183202,QLD,Outer Regional Australia,Wide Bay,Bundaberg,National or State Highway
20181119,NSW,Major Cities of Australia,Sydney - North Sydney and Hornsby,Willoughby,Arterial Road
20182047,VIC,Inner Regional Australia,Melbourne - West,Wyndham,Arterial Road
20181300,NSW,Major Cities of Australia,Central Coast,Central Coast (NSW),Local Road
20187010,NT,Very Remote Australia,Northern Territory - Outback,Roper Gulf,Arterial Road
20183111,QLD,Major Cities of Australia,Brisbane - West,Brisbane,Sub-arterial Road
20183028,QLD,Inner Regional Australia,Wide Bay,Gympie,Local Road
20181289,NSW,Inner Regional Australia,Riverina,Wagga Wagga,National or State Highway
20184036,SA,Very Remote Australia,South Australia - Outback,Unincorporated SA,National or State Highway
20181283,NSW,Major Cities of Australia,Newcastle and Lake Macquarie,Newcastle,Sub-arterial Road
20185131,WA,Major Cities of Australia,Perth - North West,Stirling,Arterial Road
20181280,NSW,Major Cities of Australia,Sydney - City and Inner South,Sydney,Collector Road
20181083,NSW,Inner Regional Australia,Richmond - Tweed,Richmond Valley,Sub-arterial Road
20185128,WA,Major Cities of Australia,Perth - Inner,Cambridge,Arterial Road
20182201,VIC,Inner Regional Australia,Shepparton,Greater Shepparton,Arterial Road
20181274,NSW,Inner Regional Australia,Capital Region,Upper Lachlan,Arterial Road
20182032,VIC,Inner Regional Australia,Shepparton,Moira,Sub-arterial Road
20183013,QLD,Major Cities of Australia,Brisbane - South,Brisbane,Local Road
20182074,VIC,Inner Regional Australia,Ballarat,Hepburn,National or State Highway
20183204,QLD,Outer Regional Australia,Central Queensland,Gladstone,Sub-arterial Road
20181268,NSW,Inner Regional Australia,Mid North Coast,Mid-Coast,Arterial Road
20187042,NT,Remote Australia,Northern Territory - Outback,Alice Springs,Arterial Road
20182105,VIC,Major Cities of Australia,Melbourne - South East,Monash,Local Road
20187035,NT,Outer Regional Australia,Darwin,Darwin,Sub-arterial Road
20181281,NSW,Major Cities of Australia,Capital Region,Yass Valley,National or State Highway
20185125,WA,Outer Regional Australia,Western Australia - Wheat Belt,Dandaragan,Local Road
20181041,NSW,Inner Regional Australia,Capital Region,Goulburn Mulwaree,National or State Highway
20182053,VIC,Inner Regional Australia,Shepparton,Moira,Local Road
20181106,NSW,Very Remote Australia,Far West and Orana,Central Darling,Sub-arterial Road
