crash_id,state,remoteness,sa4_name,lga_name,road_type
20171299,NSW,Major Cities of Australia,Sydney - City and Inner South,Randwick,Arterial Road
20172110,VIC,Inner Regional Australia,Geelong,Greater Geelong,Sub-arterial Road
20172210,VIC,Outer Regional Australia,North West,Horsham,Sub-arterial Road
20173111,QLD,Inner Regional Australia,Gold Coast,Scenic Rim,Sub-arterial Road
20171205,NSW,Major Cities of Australia,Sydney - South West,Fairfield,Collector Road
20171241,NSW,Inner Regional Australia,Coffs Harbour - Grafton,Clarence Valley,Local Road
20175042,WA,Inner Regional Australia,Western Australia - Wheat Belt,Gingin,National or State Highway
20173033,QLD,Major Cities of Australia,Gold Coast,Gold Coast,Sub-arterial Road
20175112,WA,Remote Australia,Western Australia - Wheat Belt,Westonia,Local Road
20172142,VIC,Outer Regional Australia,Warrnambool and South West,Southern Grampians,National or State Highway
20171138,NSW,Inner Regional Australia,Hunter Valley exc Newcastle,Singleton,National or State Highway
20173087,QLD,Major Cities of Australia,Gold Coast,Gold Coast,Local Road
20176005,TAS,Inner Regional Australia,Launceston and North East,West Tamar,Local Road
20172108,VIC,Outer Regional Australia,North West,Buloke,Access road
20171108,NSW,Inner Regional Australia,Central West,Cabonne,Arterial Road
20174091,SA,Major Cities of Australia,Adelaide - West,Port Adelaide Enfield,Arterial Road
20175109,WA,Outer Regional Australia,Western Australia - Outback (South),Kalgoorlie-Boulder,Local Road
20172015,VIC,Major Cities of Australia,Melbourne - West,Wyndham,National or State Highway
20173088,QLD,Inner Regional Australia,Wide Bay,Bundaberg,Sub-arterial Road
20171215,NSW,Major Cities of Australia,Sydney - Eastern Suburbs,Randwick,Local Road
20171293,NSW,Inner Regional Australia,Hunter Valley exc Newcastle,Port Stephens,Arterial Road
20175077,WA,Outer Regional Australia,Western Australia - Wheat Belt,Moora,Arterial Road
20174062,SA,Very Remote Australia,South Australia - Outback,Anangu Pitjantjatjara Yankunytjatjara,Local Road
20175106,WA,Major Cities of Australia,Perth - Inner,Claremont,Arterial Road
20177018,NT,Outer Regional Australia,Darwin,Litchfield,Local Road
20172114,VIC,Major Cities of Australia,Melbourne - West,Melton,Arterial Road
20176034,TAS,Outer Regional Australia,Launceston and North East,Meander Valley,Local Road
20171141,NSW,Inner Regional Australia,Sydney - Outer South West,Wollondilly,National or State Highway
20175018,WA,Outer Regional Australia,Western Australia - Wheat Belt,Wandering,National or State Highway
20172162,VIC,Major Cities of Australia,Melbourne - West,Melton,Local Road
20172131,VIC,Outer Regional Australia,Warrnambool and South West,Southern Grampians,Arterial Road
20171291,NSW,Inner Regional Australia,Riverina,Cootamundra-Gundagai,Local Road
20174081,SA,Outer Regional Australia,South Australia - South East,Loxton Waikerie,Arterial Road
20172030,VIC,Inner Regional Australia,Ballarat,Pyrenees,National or State Highway
20175148,WA,Inner Regional Australia,Bunbury,Busselton,Local Road
20175137,WA,Outer Regional Australia,Western Australia - Outback (South),Mingenew,Local Road
20174079,SA,Major Cities of Australia,Adelaide - North,Tea Tree Gully,Sub-arterial Road
20171015,NSW,Inner Regional Australia,Mid North Coast,Mid-Coast,Arterial Road
20173071,QLD,Inner Regional Australia,Wide Bay,Gympie,Sub-arterial Road
20175115,WA,Inner Regional Australia,Bunbury,Busselton,Arterial Road
20171099,NSW,Major Cities of Australia,Sydney - South West,Liverpool,Local Road
20171217,NSW,Inner Regional Australia,Central West,Bathurst,Local Road
20171317,NSW,Inner Regional Australia,Southern Highlands and Shoalhaven,Shoalhaven,Sub-arterial Road
20175039,WA,Inner Regional Australia,Western Australia - Wheat Belt,Chittering,National or State Highway
20171301,NSW,Inner Regional Australia,Capital Region,Yass Valley,Arterial Road
20171033,NSW,Inner Regional Australia,Hunter Valley exc Newcastle,Cessnock,Sub-arterial Road
20174065,SA,Major Cities of Australia,Adelaide - West,Charles Sturt,Sub-arterial Road
20171210,NSW,Inner Regional Australia,Mid North Coast,Nambucca Valley,National or State Highway
20173106,QLD,Major Cities of Australia,Brisbane - West,Brisbane,Sub-arterial Road
20172055,VIC,Inner Regional Australia,Shepparton,Campaspe,Arterial Road
20171303,NSW,Major Cities of Australia,Sydney - North Sydney and Hornsby,Willoughby,Collector Road
20175023,WA,Outer Regional Australia,Western Australia - Wheat Belt,Plantagenet,National or State Highway
20171114,NSW,Major Cities of Australia,Sydney - City and Inner South,Sydney,Local Road
20175003,WA,Major Cities of Australia,Perth - South East,Serpentine-Jarrahdale,National or State Highway
20174056,SA,Outer Regional Australia,South Australia - South East,Wattle Range,Arterial Road
20175032,WA,Inner Regional Australia,Bunbury,Donnybrook-Balingup,National or State Highway
20172179,VIC,Inner Regional Australia,Ballarat,Hepburn,National or State Highway
20171256,NSW,Inner Regional Australia,Newcastle and Lake Macquarie,Lake Macquarie,Access road
20173159,QLD,Major Cities of Australia,Sunshine Coast,Sunshine Coast,National or State Highway
20173067,QLD,Major Cities of Australia,Gold Coast,Gold Coast,Sub-arterial Road
20172036,VIC,Inner Regional Australia,Shepparton,Moira,Local Road
20173170,QLD,Major Cities of Australia,Gold Coast,Gold Coast,Local Road
20172138,VIC,Major Cities of Australia,Melbourne - South East,Kingston (Vic.),Local Road
20172097,VIC,Inner Regional Australia,Bendigo,Greater Bendigo,Sub-arterial Road
20172140,VIC,Major Cities of Australia,Melbourne - South East,Casey,Collector Road
20173063,QLD,Inner Regional Australia,Toowoomba,Toowoomba,Collector Road
20172214,VIC,Inner Regional Australia,Hume,Strathbogie,National or State Highway
20178005,ACT,Major Cities of Australia,Australian Capital Territory,Unincorporated ACT,Local Road
20176030,TAS,Outer Regional Australia,Launceston and North East,Break O'Day,Arterial Road
20171348,NSW,Major Cities of Australia,Sydney - City and Inner South,Inner West,Collector Road
20172239,VIC,Major Cities of Australia,Melbourne - South East,Greater Dandenong,Arterial Road
20174071,SA,Inner Regional Australia,Barossa - Yorke - Mid North,Barossa,Local Road
20177016,NT,Outer Regional Australia,Darwin,Litchfield,National or State Highway
20173206,QLD,Major Cities of Australia,Moreton Bay - North,Moreton Bay,Collector Road
20171080,NSW,Inner Regional Australia,Southern Highlands and Shoalhaven,Wingecarribee,National or State Highway
20173151,QLD,Remote Australia,Townsville,Charters Towers,National or State Highway
20172080,VIC,Outer Regional Australia,North West,Northern Grampians,Local Road
20175134,WA,Outer Regional Australia,Western Australia - Wheat Belt,Merredin,National or State Highway
20175149,WA,Inner Regional Australia,Bunbury,Capel,National or State Highway
20173198,QLD,Major Cities of Australia,Brisbane - South,Brisbane,Sub-arterial Road
20171003,NSW,Outer Regional Australia,Far West and Orana,Warrumbungle,Arterial Road
20177013,NT,Outer Regional Australia,Darwin,Darwin,Arterial Road
20173176,QLD,Outer Regional Australia,Townsville,Burdekin,Local Road
20173094,QLD,Outer Regional Australia,Cairns,Tablelands,Local Road
20171013,NSW,Inner Regional Australia,Hunter Valley exc Newcastle,Cessnock,Arterial Road
20172156,VIC,Inner Regional Australia,Melbourne - West,Moorabool,Arterial Road
20171312,NSW,Inner Regional Australia,Mid North Coast,Mid-Coast,National or State Highway
20173051,QLD,Inner Regional Australia,Darling Downs - Maranoa,Southern Downs,Local Road
20174001,SA,Major Cities of Australia,Adelaide - South,Marion,Local Road
20172060,VIC,Remote Australia,Latrobe - Gippsland,East Gippsland,Sub-arterial Road
20172161,VIC,Outer Regional Australia,Warrnambool and South West,Moyne,Arterial Road
20171176,NSW,Inner Regional Australia,Mid North Coast,Mid-Coast,Local Road
20172021,VIC,Inner Regional Australia,Melbourne - North West,Macedon Ranges,Arterial Road
20173036,QLD,Very Remote Australia,Queensland - Outback,Barcaldine,National or State Highway
20171288,NSW,Inner Regional Australia,Riverina,Snowy Valleys,Arterial Road
20171153,NSW,Inner Regional Australia,Coffs Harbour - Grafton,Bellingen,Access road
20171112,NSW,Major Cities of Australia,Sydney - South West,Fairfield,Arterial Road
20171349,NSW,Major Cities of Australia,Sydney - Inner South West,Canterbury-Bankstown,Arterial Road
20172112,VIC,Major Cities of Australia,Melbourne - South East,Monash,Arterial Road
20173039,QLD,Outer Regional Australia,Central Queensland,Gladstone,Sub-arterial Road
20171190,NSW,Outer Regional Australia,Far West and Orana,Narromine,National or State Highway
20172170,VIC,Inner Regional Australia,Latrobe - Gippsland,Wellington,National or State Highway
20173032,QLD,Major Cities of Australia,Brisbane - East,Redland,Local Road
20173224,QLD,Inner Regional Australia,Ipswich,Somerset,Local Road
20171225,NSW,Inner Regional Australia,Southern Highlands and Shoalhaven,Shoalhaven,Sub-arterial Road
20174052,SA,Inner Regional Australia,Barossa - Yorke - Mid North,Barossa,Arterial Road
20172173,VIC,Inner Regional Australia,Hume,Benalla,National or State Highway
20173101,QLD,Inner Regional Australia,Logan - Beaudesert,Logan,Sub-arterial Road
20173064,QLD,Major Cities of Australia,Sunshine Coast,Noosa,Sub-arterial Road
20171120,NSW,Major Cities of Australia,Illawarra,Wollongong,Arterial Road
20172077,VIC,Inner Regional Australia,Shepparton,Moira,Sub-arterial Road
20172101,VIC,Major Cities of Australia,Melbourne - West,Melton,Collector Road
20171251,NSW,Inner Regional Australia,Sydney - North Sydney and Hornsby,Hornsby,National or State Highway
20174039,SA,Remote Australia,South Australia - Outback,Unincorporated SA,National or State Highway
20172190,VIC,Inner Regional Australia,Ballarat,Golden Plains,National or State Highway
20171130,NSW,Inner Regional Australia,Hunter Valley exc Newcastle,Singleton,National or State Highway
20171331,NSW,Outer Regional Australia,Central West,Cabonne,Arterial Road
20174022,SA,Inner Regional Australia,Barossa - Yorke - Mid North,Barossa,Arterial Road
20176012,TAS,Inner Regional Australia,Hobart,Hobart,Sub-arterial Road
20172226,VIC,Inner Regional Australia,Shepparton,Campaspe,Arterial Road
20172047,VIC,Inner Regional Australia,Ballarat,Golden Plains,National or State Highway
20175150,WA,Inner Regional Australia,Bunbury,Donnybrook-Balingup,National or State Highway
20171178,NSW,Outer Regional Australia,Far West and Orana,Dubbo,Local Road
20173191,QLD,Inner Regional Australia,Wide Bay,South Burnett,Local Road
20173060,QLD,Major Cities of Australia,Sunshine Coast,Sunshine Coast,Local Road
20176019,TAS,Outer Regional Australia,Launceston and North East,Northern Midlands,Arterial Road
20171323,NSW,Inner Regional Australia,Hunter Valley exc Newcastle,Muswellbrook,Arterial Road
20173080,QLD,Outer Regional Australia,Wide Bay,Fraser Coast,Local Road
20173166,QLD,Major Cities of Australia,Gold Coast,Gold Coast,Local Road
20171011,NSW,Inner Regional Australia,Mid North Coast,Mid-Coast,National or State Highway
20175128,WA,Major Cities of Australia,Perth - Inner,Perth,Arterial Road
20171287,NSW,Major Cities of Australia,Sydney - Inner South West,Canterbury-Bankstown,Arterial Road
20173007,QLD,Major Cities of Australia,Moreton Bay - North,Moreton Bay,National or State Highway
20172098,VIC,Inner Regional Australia,Hume,Wangaratta,Local Road
20171042,NSW,Inner Regional Australia,Hunter Valley exc Newcastle,Port Stephens,Local Road
20175146,WA,Major Cities of Australia,Perth - South West,Cockburn,National or State Highway
20171083,NSW,Major Cities of Australia,Sydney - Inner South West,Bayside (NSW),Arterial Road
20171347,NSW,Outer Regional Australia,Hunter Valley exc Newcastle,Singleton,Arterial Road
20171062,NSW,Major Cities of Australia,Newcastle and Lake Macquarie,Lake Macquarie,Sub-arterial Road
20171273,NSW,Inner Regional Australia,Hunter Valley exc Newcastle,Muswellbrook,National or State Highway
20172160,VIC,Major Cities of Australia,Melbourne - Inner South,Bayside (Vic.),Collector Road
20173013,QLD,Major Cities of Australia,Logan - Beaudesert,Logan,Sub-arterial Road
20173161,QLD,Inner Regional Australia,Wide Bay,Fraser Coast,Local Road
20171074,NSW,Inner Regional Australia,Coffs Harbour - Grafton,Coffs Harbour,Local Road
20175082,WA,Inner Regional Australia,Bunbury,Harvey,Local Road
20172169,VIC,Major Cities of Australia,Melbourne - Outer East,Yarra Ranges,Sub-arterial Road
20175139,WA,Inner Regional Australia,Bunbury,Busselton,Arterial Road
20173028,QLD,Outer Regional Australia,Mackay - Isaac - Whitsunday,Mackay,National or State Highway
20171320,NSW,Inner Regional Australia,Capital Region,Eurobodalla,Arterial Road
20173072,QLD,Inner Regional Australia,Gold Coast,Gold Coast,Sub-arterial Road
20171058,NSW,Outer Regional Australia,Capital Region,Eurobodalla,National or State Highway
20173128,QLD,Major Cities of Australia,Logan - Beaudesert,Logan,National or State Highway
20172002,VIC,Major Cities of Australia,Melbourne - Inner South,Bayside (Vic.),Arterial Road
20171049,NSW,Major Cities of Australia,Sydney - South West,Liverpool,Local Road
20173193,QLD,Outer Regional Australia,Cairns,Cairns,Local Road
20172203,VIC,Outer Regional Australia,North West,Swan Hill,Sub-arterial Road
20173061,QLD,Outer Regional Australia,Central Queensland,Livingstone,Access road
20175064,WA,Inner Regional Australia,Perth - South East,Armadale,National or State Highway
20175058,WA,Major Cities of Australia,Perth - South East,Canning,National or State Highway
20172092,VIC,Inner Regional Australia,Latrobe - Gippsland,South Gippsland,National or State Highway
20172104,VIC,Inner Regional Australia,Bendigo,Greater Bendigo,Arterial Road
20175089,WA,Major Cities of Australia,Perth - North West,Joondalup,Arterial Road
20171026,NSW,Major Cities of Australia,Sydney - Sutherland,Sutherland,Local Road
20171204,NSW,Inner Regional Australia,Riverina,Junee,Arterial Road
20173148,QLD,Inner Regional Australia,Sunshine Coast,Sunshine Coast,Sub-arterial Road
20171107,NSW,Major Cities of Australia,Sydney - Blacktown,Blacktown,Collector Road
20173134,QLD,Major Cities of Australia,Brisbane Inner City,Brisbane,Local Road
20172151,VIC,Inner Regional Australia,Latrobe - Gippsland,Latrobe (Vic.),Local Road
20171274,NSW,Outer Regional Australia,Central West,Parkes,Arterial Road
20173020,QLD,Outer Regional Australia,Mackay - Isaac - Whitsunday,Mackay,National or State Highway
20174053,SA,Inner Regional Australia,Adelaide - North,Light,Collector Road
20173202,QLD,Remote Australia,Townsville,Palm Island,Local Road
20173123,QLD,Outer Regional Australia,Townsville,Townsville,National or State Highway
20173157,QLD,Major Cities of Australia,Brisbane - South,Brisbane,National or State Highway
20175129,WA,Very Remote Australia,Western Australia - Outback (North),Derby-West Kimberley,National or State Highway
20171136,NSW,Outer Regional Australia,Riverina,Leeton,Arterial Road
20171018,NSW,Major Cities of Australia,Central Coast,Central Coast (NSW),Collector Road
20175062,WA,Major Cities of Australia,Perth - North West,Joondalup,Local Road
20172008,VIC,Inner Regional Australia,Latrobe - Gippsland,Latrobe (Vic.),National or State Highway
20173018,QLD,Outer Regional Australia,Mackay - Isaac - Whitsunday,Whitsunday,Sub-arterial Road
20172011,VIC,Major Cities of Australia,Melbourne - West,Wyndham,Arterial Road
